protein,condition,light,co2_concentration,mean_intensity,mean_mass_fraction_norm,sd_intensity,Process,Pathway,Protein,Process.abbr,Pathway.abbr
sll0033,Light-0200,200,1,561663.5292825,0.0000702511,251371.286413953,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,carotene isomerase,Cofactors,Carotenoid
sll0033,Light-0300,300,1,585706.35197325,0.0000676793,192570.564071219,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,carotene isomerase,Cofactors,Carotenoid
sll0033,Light-1000,1000,1,651946.57331875,0.0000731639,109105.628958428,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,carotene isomerase,Cofactors,Carotenoid
sll0034,CO2-0-15,300,0.15,956645.2958819,0.0000716173,601113.017094435,Other categories,Other,putative carboxypeptidase,Other,Other
sll0034,CO2-0-2,300,0.2,1441096.3632395,0.0000930824,518873.83099426,Other categories,Other,putative carboxypeptidase,Other,Other
sll0034,CO2-0-3,300,0.3,879968.1693417,0.0000662063,477455.769094704,Other categories,Other,putative carboxypeptidase,Other,Other
sll0034,CO2-0-5,300,0.5,1416135.91328075,0.0000839479,195072.73572703,Other categories,Other,putative carboxypeptidase,Other,Other
sll0034,CO2-1-0,300,1,1170773.860085,0.000069043,505080.538665381,Other categories,Other,putative carboxypeptidase,Other,Other
sll0034,Light-0060,60,1,1315178,0.0000647723,360710.942541716,Other categories,Other,putative carboxypeptidase,Other,Other
sll0034,Light-0100,100,1,1426255.75,0.0000718935,457333.047729533,Other categories,Other,putative carboxypeptidase,Other,Other
sll0034,Light-0200,200,1,1562515,0.000079971,121652.307143487,Other categories,Other,putative carboxypeptidase,Other,Other
sll0034,Light-0300,300,1,1566832.5,0.000069024,66619.3597362408,Other categories,Other,putative carboxypeptidase,Other,Other
sll0034,Light-1000,1000,1,1060174.8570115,0.0000407045,508688.742621126,Other categories,Other,putative carboxypeptidase,Other,Other
sll0036,CO2-0-15,300,0.15,1110637.8594963,0.0000437848,443280.95763736,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0036,CO2-0-2,300,0.2,843642.804941289,0.0000300638,184147.226175779,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0036,CO2-0-3,300,0.3,943432.725071613,0.0000339255,136755.395313958,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0036,CO2-0-5,300,0.5,913334.534005922,0.0000281693,110879.396547022,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0036,CO2-1-0,300,1,1476951.2980448,0.0000451294,438228.094514427,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0036,Light-0060,60,1,1071039.207821,0.0000831168,794502.939713125,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0036,Light-0100,100,1,391382.302805,0.0000360877,269562.174302599,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0036,Light-0200,200,1,557995.5,0.0000470637,65403.6909381522,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0036,Light-0300,300,1,614106.5,0.0000464619,102046.243603901,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0036,Light-1000,1000,1,572468.25,0.0000452287,87886.30348875,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0037,CO2-0-15,300,0.15,506761.253610995,0.0000573703,119730.972131289,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin",xfp xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,Cofactors,"Cobalamin, heme, p"
sll0037,CO2-0-2,300,0.2,693449.157552658,0.0000654826,146052.016849942,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin",xfp xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,Cofactors,"Cobalamin, heme, p"
sll0037,CO2-0-3,300,0.3,702353.149913183,0.0000653113,169402.381850654,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin",xfp xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,Cofactors,"Cobalamin, heme, p"
sll0037,CO2-0-5,300,0.5,676283.438030526,0.000060876,316092.095136112,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin",xfp xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,Cofactors,"Cobalamin, heme, p"
sll0037,CO2-1-0,300,1,1355062.62539951,0.0000830585,120116.701843316,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin",xfp xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,Cofactors,"Cobalamin, heme, p"
sll0037,Light-0060,60,1,875991.1193275,0.0000272469,216172.510525971,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin",xfp xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,Cofactors,"Cobalamin, heme, p"
sll0037,Light-0100,100,1,1348913.8477005,0.0000593565,490702.353535836,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin",xfp xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,Cofactors,"Cobalamin, heme, p"
sll0037,Light-0200,200,1,1838215.41740625,0.000091428,468573.182955598,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin",xfp xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,Cofactors,"Cobalamin, heme, p"
sll0037,Light-0300,300,1,1897941.5284325,0.0000818617,465475.67171363,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin",xfp xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,Cofactors,"Cobalamin, heme, p"
sll0037,Light-1000,1000,1,2464482.71268125,0.0001217567,872041.940372439,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin",xfp xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,Cofactors,"Cobalamin, heme, p"
sll0038,CO2-0-15,300,0.15,2330860.70887407,0.0001182758,172658.965501233,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator PatA subfamily",Regul,Regulatory functio
sll0038,CO2-0-2,300,0.2,2290484.1144819,0.0001137038,84132.861299436,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator PatA subfamily",Regul,Regulatory functio
sll0038,CO2-0-3,300,0.3,2014123.0077663,0.0000991479,135591.89424789,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator PatA subfamily",Regul,Regulatory functio
sll0038,CO2-0-5,300,0.5,2114450.1928817,0.0000936002,303594.737307763,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator PatA subfamily",Regul,Regulatory functio
sll0038,CO2-1-0,300,1,2882897.94548967,0.0001131195,471879.949284984,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator PatA subfamily",Regul,Regulatory functio
sll0038,Light-0060,60,1,1776140.39063725,0.0001155178,174842.66372699,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator PatA subfamily",Regul,Regulatory functio
sll0038,Light-0100,100,1,1416707.022127,0.0000901882,356204.636580233,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator PatA subfamily",Regul,Regulatory functio
sll0038,Light-0200,200,1,2009975.155134,0.000129252,211392.546921941,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator PatA subfamily",Regul,Regulatory functio
sll0038,Light-0300,300,1,1997765.44815225,0.0001140935,361580.630389833,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator PatA subfamily",Regul,Regulatory functio
sll0038,Light-1000,1000,1,3359003.03346,0.0002041733,793556.499886746,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator PatA subfamily",Regul,Regulatory functio
sll0039,CO2-0-15,300,0.15,4836710.29858325,0.0003627236,544196.288684964,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator CheY subfamily",Regul,Regulatory functio
sll0039,CO2-0-2,300,0.2,4744081.28610247,0.0003528243,653711.292816167,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator CheY subfamily",Regul,Regulatory functio
sll0039,CO2-0-3,300,0.3,5557360.65008884,0.0003860754,783599.623566505,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator CheY subfamily",Regul,Regulatory functio
sll0039,CO2-0-5,300,0.5,4037204.43602188,0.0002971665,1305030.52238592,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator CheY subfamily",Regul,Regulatory functio
sll0039,CO2-1-0,300,1,1813681.26543371,0.0001985724,779651.387667526,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator CheY subfamily",Regul,Regulatory functio
sll0039,Light-0060,60,1,10377307.8676691,0.0005839882,4131202.33711702,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator CheY subfamily",Regul,Regulatory functio
sll0039,Light-0100,100,1,9477528.41324188,0.0005183317,2284577.73925037,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator CheY subfamily",Regul,Regulatory functio
sll0039,Light-0200,200,1,4964426.09615869,0.0002047082,1765513.1241548,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator CheY subfamily",Regul,Regulatory functio
sll0039,Light-0300,300,1,5414958.90537715,0.0001964037,1317043.86292171,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator CheY subfamily",Regul,Regulatory functio
sll0039,Light-1000,1000,1,3166806.58450669,0.0000672779,528506.444458822,Regulatory functions,Regulatory functions,"positive phototaxis protein, two-component response regulator CheY subfamily",Regul,Regulatory functio
sll0041,CO2-0-15,300,0.15,12338636.1974326,0.0005971868,260484.781054212,Cellular processes,Chemotaxis,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,CellProc,Chemotaxis
sll0041,CO2-0-2,300,0.2,11674307.4229099,0.0005519922,548858.039856071,Cellular processes,Chemotaxis,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,CellProc,Chemotaxis
sll0041,CO2-0-3,300,0.3,10264225.9569201,0.0004777338,325516.257795304,Cellular processes,Chemotaxis,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,CellProc,Chemotaxis
sll0041,CO2-0-5,300,0.5,8629294.38975755,0.0003615563,805706.519230345,Cellular processes,Chemotaxis,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,CellProc,Chemotaxis
sll0041,CO2-1-0,300,1,6391065.04099741,0.0002433774,694964.453666627,Cellular processes,Chemotaxis,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,CellProc,Chemotaxis
sll0041,Light-0060,60,1,4163123.74190108,0.0002790486,1225907.50053832,Cellular processes,Chemotaxis,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,CellProc,Chemotaxis
sll0041,Light-0100,100,1,3191490.38910487,0.0002108185,559068.864112286,Cellular processes,Chemotaxis,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,CellProc,Chemotaxis
sll0041,Light-0200,200,1,4771310.49967912,0.0003153142,560779.198288687,Cellular processes,Chemotaxis,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,CellProc,Chemotaxis
sll0041,Light-0300,300,1,4251052.61352319,0.0002495534,1324052.80414167,Cellular processes,Chemotaxis,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,CellProc,Chemotaxis
sll0041,Light-1000,1000,1,3936509.14919239,0.0002393627,1253944.51545376,Cellular processes,Chemotaxis,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,CellProc,Chemotaxis
sll0042,CO2-0-15,300,0.15,6946340,0.000411618,329902.992509414,Cellular processes,Chemotaxis,methyl-accepting chemotaxis protein for positive phototaxis,CellProc,Chemotaxis
sll0042,CO2-0-2,300,0.2,6030760,0.0003609436,527442.293968418,Cellular processes,Chemotaxis,methyl-accepting chemotaxis protein for positive phototaxis,CellProc,Chemotaxis
sll0042,CO2-0-3,300,0.3,5659017.5,0.0003389023,252127.539997121,Cellular processes,Chemotaxis,methyl-accepting chemotaxis protein for positive phototaxis,CellProc,Chemotaxis
sll0042,CO2-0-5,300,0.5,5552085,0.0003073898,490230.693823496,Cellular processes,Chemotaxis,methyl-accepting chemotaxis protein for positive phototaxis,CellProc,Chemotaxis
sll0042,CO2-1-0,300,1,3176385.75,0.0001969116,738907.446021207,Cellular processes,Chemotaxis,methyl-accepting chemotaxis protein for positive phototaxis,CellProc,Chemotaxis
sll0042,Light-0060,60,1,5438015.9974275,0.0002951148,1773457.75603917,Cellular processes,Chemotaxis,methyl-accepting chemotaxis protein for positive phototaxis,CellProc,Chemotaxis
sll0042,Light-0100,100,1,4489454.08676,0.0002279841,496785.869217546,Cellular processes,Chemotaxis,methyl-accepting chemotaxis protein for positive phototaxis,CellProc,Chemotaxis
sll0042,Light-0200,200,1,4347175.378103,0.0002146919,1915750.6651398,Cellular processes,Chemotaxis,methyl-accepting chemotaxis protein for positive phototaxis,CellProc,Chemotaxis
sll0042,Light-0300,300,1,4500266.439457,0.0001927867,1858942.18522859,Cellular processes,Chemotaxis,methyl-accepting chemotaxis protein for positive phototaxis,CellProc,Chemotaxis
sll0042,Light-1000,1000,1,5985178.28780425,0.000296283,2600831.40318625,Cellular processes,Chemotaxis,methyl-accepting chemotaxis protein for positive phototaxis,CellProc,Chemotaxis
sll0043,CO2-0-15,300,0.15,6475844.53999259,0.000641649,1589777.91439741,Regulatory functions,Regulatory functions,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",Regul,Regulatory functio
sll0043,CO2-0-2,300,0.2,6038066.2895059,0.0006137775,527102.838397774,Regulatory functions,Regulatory functions,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",Regul,Regulatory functio
sll0043,CO2-0-3,300,0.3,3946224.20890918,0.0005130299,452850.796476186,Regulatory functions,Regulatory functions,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",Regul,Regulatory functio
sll0043,CO2-0-5,300,0.5,6015611.74105535,0.0005788688,1458913.55583696,Regulatory functions,Regulatory functions,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",Regul,Regulatory functio
sll0043,CO2-1-0,300,1,5648525.7373599,0.000540409,950992.477164245,Regulatory functions,Regulatory functions,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",Regul,Regulatory functio
sll0043,Light-0060,60,1,5543543.32142812,0.0000499002,2755781.28631999,Regulatory functions,Regulatory functions,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",Regul,Regulatory functio
sll0043,Light-0100,100,1,7058704.01878023,0.0001517359,4198049.75805814,Regulatory functions,Regulatory functions,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",Regul,Regulatory functio
sll0043,Light-0200,200,1,9856160.30642435,0.0003356274,2629332.09227758,Regulatory functions,Regulatory functions,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",Regul,Regulatory functio
sll0043,Light-0300,300,1,14217645.2320703,0.0005292827,1190822.10786562,Regulatory functions,Regulatory functions,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",Regul,Regulatory functio
sll0043,Light-1000,1000,1,17282581.9888931,0.0007540161,4074057.61300259,Regulatory functions,Regulatory functions,"positive phototaxis protein, homologous to chemotaxis protein CheA, two-component hybrid histidine kinase",Regul,Regulatory functio
sll0044,CO2-0-15,300,0.15,1295114.95086984,0.0005195014,316482.137546968,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0044,CO2-0-2,300,0.2,1023308.36734011,0.0005053433,295393.894035517,Unknown,Unknown,unknown protein,Unknown,Unknown
