"","protein","condition","growthrate","mean_intensity","median_intensity","CV","CI","mean_massfraction","rel_intensity","psortB_localization","Process","Pathway","Protein","Protein.names","Length","MolWeight","Process.color","Process.abbr","Pathway.abbr","mean_mass_fraction_norm","model.category"
"221","sll0042","CO2-0-15",0.0183,6946340,6937710,0.0474930672,0.0465423506,0.0003316346,2.1384370694,"CytoplasmicMembrane","Cellular processes","Chemotaxis","methyl-accepting chemotaxis protein for positive phototaxis",NA,163,17.71,4,"CellProc","Chemotaxis",0.000411618,"MAI"
"222","sll0042","CO2-0-2",0.0279,6030760,6100610,0.0874586775,0.085707929,0.0002809602,1.8804145129,"CytoplasmicMembrane","Cellular processes","Chemotaxis","methyl-accepting chemotaxis protein for positive phototaxis",NA,163,17.71,4,"CellProc","Chemotaxis",0.0003609436,"MAI"
"223","sll0042","CO2-0-3",0.0452,5659017.5,5607445,0.0445532356,0.0436613686,0.0002589189,1.7284043658,"CytoplasmicMembrane","Cellular processes","Chemotaxis","methyl-accepting chemotaxis protein for positive phototaxis",NA,163,17.71,4,"CellProc","Chemotaxis",0.0003389023,"MAI"
"224","sll0042","CO2-0-5",0.0756,5552085,5621720,0.0882966838,0.0865291601,0.0002274064,1.732804404,"CytoplasmicMembrane","Cellular processes","Chemotaxis","methyl-accepting chemotaxis protein for positive phototaxis",NA,163,17.71,4,"CellProc","Chemotaxis",0.0003073898,"MAI"
"225","sll0042","CO2-1-0",0.1003,3176385.75,3244290,0.2326252238,0.2279685303,0.0001169282,1,"CytoplasmicMembrane","Cellular processes","Chemotaxis","methyl-accepting chemotaxis protein for positive phototaxis",NA,163,17.71,4,"CellProc","Chemotaxis",0.0001969116,"MAI"
"226","sll0042","Light-0060",0.0331,5438015.9974275,5698974.848295,0.3261222028,0.319593886,0.0003750982,0.9521714335,"CytoplasmicMembrane","Cellular processes","Chemotaxis","methyl-accepting chemotaxis protein for positive phototaxis",NA,163,17.71,4,"CellProc","Chemotaxis",0.0002951148,"MAI"
"227","sll0042","Light-0100",0.0485,4489454.08676,4708676.17352,0.1106561866,0.1084410702,0.0003079675,0.7867146393,"CytoplasmicMembrane","Cellular processes","Chemotaxis","methyl-accepting chemotaxis protein for positive phototaxis",NA,163,17.71,4,"CellProc","Chemotaxis",0.0002279841,"MAI"
"228","sll0042","Light-0200",0.0639,4347175.378103,3870190.8718875,0.4406886078,0.4318668998,0.0002946753,0.6466224696,"CytoplasmicMembrane","Cellular processes","Chemotaxis","methyl-accepting chemotaxis protein for positive phototaxis",NA,163,17.71,4,"CellProc","Chemotaxis",0.0002146919,"MAI"
"229","sll0042","Light-0300",0.0934,4500266.439457,4526071.9088945,0.4130738058,0.4048048912,0.0002727701,0.7562055444,"CytoplasmicMembrane","Cellular processes","Chemotaxis","methyl-accepting chemotaxis protein for positive phototaxis",NA,163,17.71,4,"CellProc","Chemotaxis",0.0001927867,"MAI"
"230","sll0042","Light-1000",0.0961,5985178.28780425,5985240.3124575,0.4345453516,0.4258466194,0.0003762664,1,"CytoplasmicMembrane","Cellular processes","Chemotaxis","methyl-accepting chemotaxis protein for positive phototaxis",NA,163,17.71,4,"CellProc","Chemotaxis",0.000296283,"MAI"
"251","sll0045","CO2-0-15",0.0183,448015.97486075,477920.0614965,0.2979304718,0.2919664973,2.13893e-05,0.7669582303,"Cytoplasmic","Energy metabolism","Sugars","sucrose phosphate synthase",NA,720,81.43,7,"Energy","Sugars",2.64565e-05,"GLM"
"252","sll0045","CO2-0-2",0.0279,625530.386078,576519.012397,0.4941498536,0.484257958,2.91421e-05,0.9251882001,"Cytoplasmic","Energy metabolism","Sugars","sucrose phosphate synthase",NA,720,81.43,7,"Energy","Sugars",3.42093e-05,"GLM"
"253","sll0045","CO2-0-3",0.0452,674646.94394425,511665.7861005,0.7580402624,0.7428658066,3.08673e-05,0.8211128124,"Cytoplasmic","Energy metabolism","Sugars","sucrose phosphate synthase",NA,720,81.43,7,"Energy","Sugars",3.59345e-05,"GLM"
"254","sll0045","CO2-0-5",0.0756,592312.81507625,484132.4614705,0.5831067721,0.5714341362,2.42604e-05,0.7769277873,"Cytoplasmic","Energy metabolism","Sugars","sucrose phosphate synthase",NA,720,81.43,7,"Energy","Sugars",2.93276e-05,"GLM"
"255","sll0045","CO2-1-0",0.1003,742572.277717,623137.0140195,0.5655778391,0.5542560975,2.73354e-05,1,"Cytoplasmic","Energy metabolism","Sugars","sucrose phosphate synthase",NA,720,81.43,7,"Energy","Sugars",3.24025e-05,"GLM"
"256","sll0045","Light-0060",0.0331,631637.6530305,450737.597412,0.6701418863,0.6567269808,4.35685e-05,0.5921751571,"Cytoplasmic","Energy metabolism","Sugars","sucrose phosphate synthase",NA,720,81.43,7,"Energy","Sugars",3.85013e-05,"GLM"
"257","sll0045","Light-0100",0.0485,618849.91328175,591185.2318845,0.3160444008,0.3097178215,4.24519e-05,0.7766940446,"Cytoplasmic","Energy metabolism","Sugars","sucrose phosphate synthase",NA,720,81.43,7,"Energy","Sugars",3.73847e-05,"GLM"
"258","sll0045","Light-0200",0.0639,658285.2819335,658179.253242,0.5532550974,0.5421800326,4.46222e-05,0.8647102104,"Cytoplasmic","Energy metabolism","Sugars","sucrose phosphate synthase",NA,720,81.43,7,"Energy","Sugars",3.9555e-05,"GLM"
"259","sll0045","Light-0300",0.0934,613660.178434,642188.4169265,0.3214965041,0.3150607846,3.71952e-05,0.843701588,"Cytoplasmic","Energy metabolism","Sugars","sucrose phosphate synthase",NA,720,81.43,7,"Energy","Sugars",3.2128e-05,"GLM"
"260","sll0045","Light-1000",0.0961,758610.2748725,761155.8708305,0.2542940949,0.2492036337,4.76911e-05,1,"Cytoplasmic","Energy metabolism","Sugars","sucrose phosphate synthase",NA,720,81.43,7,"Energy","Sugars",4.26239e-05,"GLM"
"291","sll0057","CO2-0-15",0.0183,52976484.3685755,52987488.9046392,0.0710396036,0.0696175323,0.002529222,0.7288179586,"Cytoplasmic","Cellular processes","Chaperones","heat shock protein GrpE","Protein GrpE (HSP-70 cofactor)",249,27.57,4,"CellProc","Chaperones",0.0024076056,"RIB"
"292","sll0057","CO2-0-2",0.0279,51949370.570479,52158255.590057,0.097033409,0.0950909935,0.0024202097,0.7174122448,"Cytoplasmic","Cellular processes","Chaperones","heat shock protein GrpE","Protein GrpE (HSP-70 cofactor)",249,27.57,4,"CellProc","Chaperones",0.0022985933,"RIB"
"293","sll0057","CO2-0-3",0.0452,52655333.51463,51612394.9444579,0.1156959802,0.1133799772,0.0024091566,0.7099041886,"Cytoplasmic","Cellular processes","Chaperones","heat shock protein GrpE","Protein GrpE (HSP-70 cofactor)",249,27.57,4,"CellProc","Chaperones",0.0022875401,"RIB"
"294","sll0057","CO2-0-5",0.0756,69765648.8357415,70538817.6046208,0.1595161349,0.1563229397,0.0028575125,0.9702282201,"Cytoplasmic","Cellular processes","Chaperones","heat shock protein GrpE","Protein GrpE (HSP-70 cofactor)",249,27.57,4,"CellProc","Chaperones",0.0027358961,"RIB"
"295","sll0057","CO2-1-0",0.1003,70779761.6517891,72703324.9976487,0.1145285113,0.1122358787,0.0026055249,1,"Cytoplasmic","Cellular processes","Chaperones","heat shock protein GrpE","Protein GrpE (HSP-70 cofactor)",249,27.57,4,"CellProc","Chaperones",0.0024839085,"RIB"
"296","sll0057","Light-0060",0.0331,10809778.7932294,9354465.17992165,0.3554513013,0.3483358744,0.0007456264,0.2159558325,"Cytoplasmic","Cellular processes","Chaperones","heat shock protein GrpE","Protein GrpE (HSP-70 cofactor)",249,27.57,4,"CellProc","Chaperones",0.0008672428,"RIB"
"297","sll0057","Light-0100",0.0485,8186235.88025689,9357786.1807868,0.3969703637,0.3890238079,0.0005615593,0.2160325007,"Cytoplasmic","Cellular processes","Chaperones","heat shock protein GrpE","Protein GrpE (HSP-70 cofactor)",249,27.57,4,"CellProc","Chaperones",0.0006831757,"RIB"
"298","sll0057","Light-0200",0.0639,31467687.2824073,30734526.3216083,0.1288905311,0.1263103995,0.0021330516,0.7095328372,"Cytoplasmic","Cellular processes","Chaperones","heat shock protein GrpE","Protein GrpE (HSP-70 cofactor)",249,27.57,4,"CellProc","Chaperones",0.002254668,"RIB"
"299","sll0057","Light-0300",0.0934,39744870.9064918,39286159.1016532,0.1210080241,0.1185856845,0.0024090154,0.9069545969,"Cytoplasmic","Cellular processes","Chaperones","heat shock protein GrpE","Protein GrpE (HSP-70 cofactor)",249,27.57,4,"CellProc","Chaperones",0.0025306318,"RIB"
"300","sll0057","Light-1000",0.0961,43459037.5062757,43316566.4937965,0.1527235118,0.1496662914,0.0027321116,1,"Cytoplasmic","Cellular processes","Chaperones","heat shock protein GrpE","Protein GrpE (HSP-70 cofactor)",249,27.57,4,"CellProc","Chaperones",0.002853728,"RIB"
"301","sll0058","CO2-0-15",0.0183,26487752.9109954,26355162.3012966,0.0989077906,0.0969278537,0.0012645876,2.1005957712,"Cytoplasmic","Cellular processes","Chaperones","DnaK protein 1, heat shock protein 70, molecular chaperone","Chaperone protein dnaK1 (HSP70-1) (Heat shock 70 kDa protein 1) (Heat shock protein 70-1)",692,75.19,4,"CellProc","Chaperones",0.0024739815,"RIB"
"302","sll0058","CO2-0-2",0.0279,18520433.1242829,22199828.3501275,0.5681235701,0.5567508681,0.0008628272,1.76940157,"Cytoplasmic","Cellular processes","Chaperones","DnaK protein 1, heat shock protein 70, molecular chaperone","Chaperone protein dnaK1 (HSP70-1) (Heat shock 70 kDa protein 1) (Heat shock protein 70-1)",692,75.19,4,"CellProc","Chaperones",0.0020722211,"RIB"
"303","sll0058","CO2-0-3",0.0452,20105756.4380949,18985406.2527366,0.3548222699,0.347719435,0.0009199052,1.513201233,"Cytoplasmic","Cellular processes","Chaperones","DnaK protein 1, heat shock protein 70, molecular chaperone","Chaperone protein dnaK1 (HSP70-1) (Heat shock 70 kDa protein 1) (Heat shock protein 70-1)",692,75.19,4,"CellProc","Chaperones",0.0021292991,"RIB"
"304","sll0058","CO2-0-5",0.0756,12451556.4937971,10563215.511638,0.7701738839,0.7547565371,0.00051,0.8419240823,"Cytoplasmic","Cellular processes","Chaperones","DnaK protein 1, heat shock protein 70, molecular chaperone","Chaperone protein dnaK1 (HSP70-1) (Heat shock 70 kDa protein 1) (Heat shock protein 70-1)",692,75.19,4,"CellProc","Chaperones",0.0017193939,"RIB"
"305","sll0058","CO2-1-0",0.1003,12623691.4961789,12546517.8320768,0.1395157971,0.1367229688,0.0004646998,1,"Cytoplasmic","Cellular processes","Chaperones","DnaK protein 1, heat shock protein 70, molecular chaperone","Chaperone protein dnaK1 (HSP70-1) (Heat shock 70 kDa protein 1) (Heat shock protein 70-1)",692,75.19,4,"CellProc","Chaperones",0.0016740937,"RIB"
"306","sll0058","Light-0060",0.0331,21083723.320293,18742055.8223467,0.2943056188,0.2884142066,0.0014542926,0.6046645949,"Cytoplasmic","Cellular processes","Chaperones","DnaK protein 1, heat shock protein 70, molecular chaperone","Chaperone protein dnaK1 (HSP70-1) (Heat shock 70 kDa protein 1) (Heat shock protein 70-1)",692,75.19,4,"CellProc","Chaperones",0.0002448987,"RIB"
"307","sll0058","Light-0100",0.0485,19651931.8567202,20653032.7648844,0.3635454755,0.3562680194,0.001348083,0.6663173884,"Cytoplasmic","Cellular processes","Chaperones","DnaK protein 1, heat shock protein 70, molecular chaperone","Chaperone protein dnaK1 (HSP70-1) (Heat shock 70 kDa protein 1) (Heat shock protein 70-1)",692,75.19,4,"CellProc","Chaperones",0.0001386891,"RIB"
"308","sll0058","Light-0200",0.0639,36558744.2580968,36388277.3845303,0.134775694,0.1320777531,0.0024781512,1.1739748943,"Cytoplasmic","Cellular processes","Chaperones","DnaK protein 1, heat shock protein 70, molecular chaperone","Chaperone protein dnaK1 (HSP70-1) (Heat shock 70 kDa protein 1) (Heat shock protein 70-1)",692,75.19,4,"CellProc","Chaperones",0.0012687573,"RIB"
"309","sll0058","Light-0300",0.0934,46838284.6569266,46933902.9894203,0.051418567,0.0503892697,0.0028389613,1.5142025883,"Cytoplasmic","Cellular processes","Chaperones","DnaK protein 1, heat shock protein 70, molecular chaperone","Chaperone protein dnaK1 (HSP70-1) (Heat shock 70 kDa protein 1) (Heat shock protein 70-1)",692,75.19,4,"CellProc","Chaperones",0.0016295674,"RIB"
"310","sll0058","Light-1000",0.0961,36613712.2403662,30995788.3783364,0.346108524,0.3391801209,0.0023017709,1,"Cytoplasmic","Cellular processes","Chaperones","DnaK protein 1, heat shock protein 70, molecular chaperone","Chaperone protein dnaK1 (HSP70-1) (Heat shock 70 kDa protein 1) (Heat shock protein 70-1)",692,75.19,4,"CellProc","Chaperones",0.001092377,"RIB"
"341","sll0067","CO2-0-15",0.0183,2485973.17793796,2529150.36134417,0.1837911664,0.1801120334,0.0001186862,0.8957997227,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione S-transferase",NA,184,20.38,2,"Cofactors","Thioredoxin, gluta",8.98982e-05,"MAI"
"342","sll0067","CO2-0-2",0.0279,2913371.19624589,2919496.47808187,0.0392603353,0.0384744216,0.0001357277,1.034056407,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione S-transferase",NA,184,20.38,2,"Cofactors","Thioredoxin, gluta",0.0001069397,"MAI"
"343","sll0067","CO2-0-3",0.0452,2884355.38397139,2850527.67368595,0.0517820024,0.0507454299,0.0001319688,1.0096283473,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione S-transferase",NA,184,20.38,2,"Cofactors","Thioredoxin, gluta",0.0001031809,"MAI"
"344","sll0067","CO2-0-5",0.0756,2867662.83085517,2917212.16710838,0.1019424163,0.0999017322,0.0001174558,1.0332473269,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione S-transferase",NA,184,20.38,2,"Cofactors","Thioredoxin, gluta",8.86678e-05,"MAI"
"345","sll0067","CO2-1-0",0.1003,2857820.39361229,2823343.54140774,0.0504773246,0.0494668691,0.0001052013,1,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione S-transferase",NA,184,20.38,2,"Cofactors","Thioredoxin, gluta",7.64133e-05,"MAI"
"346","sll0067","Light-0060",0.0331,1383553.6763145,1179159.904905,0.4699223549,0.4605154456,9.54334e-05,0.9720464592,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione S-transferase",NA,184,20.38,2,"Cofactors","Thioredoxin, gluta",0.0001242214,"MAI"
"347","sll0067","Light-0100",0.0485,1119082.1107985,1137922.3912395,0.2968340896,0.2908920625,7.67668e-05,0.9380521053,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione S-transferase",NA,184,20.38,2,"Cofactors","Thioredoxin, gluta",0.0001055548,"MAI"
"348","sll0067","Light-0200",0.0639,745336.58160775,705730.654366,0.2667584442,0.2614184716,5.0523e-05,0.5817726509,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione S-transferase",NA,184,20.38,2,"Cofactors","Thioredoxin, gluta",7.9311e-05,"MAI"
"349","sll0067","Light-0300",0.0934,846117.6635695,655275.2242785,0.5282035209,0.5176299387,5.12849e-05,0.5401794607,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione S-transferase",NA,184,20.38,2,"Cofactors","Thioredoxin, gluta",8.00729e-05,"MAI"
"350","sll0067","Light-1000",0.0961,1321733.37772425,1213069.4924705,0.5019070053,0.491859827,8.30926e-05,1,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione S-transferase",NA,184,20.38,2,"Cofactors","Thioredoxin, gluta",0.0001118806,"MAI"
"401","sll0080","CO2-0-15",0.0183,21828221.7939386,21645712.9093048,0.0928377537,0.0909793268,0.0010421307,1.808131785,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","N-acetyl-gamma-glutamyl-phosphate reductase","N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)",351,38.22,1,"AminoAcids","Glutamate family /",0.0009887041,"CBM"
"402","sll0080","CO2-0-2",0.0279,21413935.2846825,21436156.6503304,0.0160821764,0.0157602433,0.0009976293,1.7906269177,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","N-acetyl-gamma-glutamyl-phosphate reductase","N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)",351,38.22,1,"AminoAcids","Glutamate family /",0.0009442028,"CBM"
"403","sll0080","CO2-0-3",0.0452,19518688.3175847,19690970.5936585,0.0420403724,0.0411988079,0.0008930449,1.6448462547,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","N-acetyl-gamma-glutamyl-phosphate reductase","N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)",351,38.22,1,"AminoAcids","Glutamate family /",0.0008396184,"CBM"
"404","sll0080","CO2-0-5",0.0756,16936168.9085541,16932664.5030547,0.0509052994,0.0498862767,0.000693684,1.4144366148,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","N-acetyl-gamma-glutamyl-phosphate reductase","N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)",351,38.22,1,"AminoAcids","Glutamate family /",0.0006402575,"CBM"
"405","sll0080","CO2-1-0",0.1003,11870762.2247167,11971313.7551409,0.0842738579,0.0825868632,0.0004369832,1,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","N-acetyl-gamma-glutamyl-phosphate reductase","N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)",351,38.22,1,"AminoAcids","Glutamate family /",0.0003835567,"CBM"
"406","sll0080","Light-0060",0.0331,7862148.1165942,7798377.57708617,0.1102597457,0.1080525653,0.0005423076,3.2536973896,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","N-acetyl-gamma-glutamyl-phosphate reductase","N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)",351,38.22,1,"AminoAcids","Glutamate family /",0.0005957341,"CBM"
"407","sll0080","Light-0100",0.0485,6879257.89182912,7484186.42524011,0.3202562373,0.3138453455,0.0004719033,3.1226082085,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","N-acetyl-gamma-glutamyl-phosphate reductase","N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)",351,38.22,1,"AminoAcids","Glutamate family /",0.0005253298,"CBM"
"408","sll0080","Light-0200",0.0639,5410531.7299776,5353227.01261052,0.3017702247,0.295729386,0.0003667554,2.2335133923,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","N-acetyl-gamma-glutamyl-phosphate reductase","N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)",351,38.22,1,"AminoAcids","Glutamate family /",0.0004201819,"CBM"
